0.317674,0.313008
0.315890,0.314832
0.308520,0.321224
0.305638,0.322934
0.301481,0.326172
0.296517,0.330524
0.292503,0.332297
0.286056,0.338971
0.282501,0.340398
0.276218,0.345737
0.271537,0.349037
0.267666,0.351261
0.261592,0.357099
0.257065,0.360719
0.251557,0.366261
0.246592,0.369049
0.241664,0.371924
0.235158,0.378132
0.231228,0.379360
0.226081,0.383267
0.219481,0.388248
0.213230,0.392780
0.206728,0.398311
0.201146,0.401787
0.195081,0.406881
0.188590,0.410479
0.181697,0.415653
0.175104,0.420268
0.168539,0.425182
0.160299,0.433171
0.153302,0.436705
0.145829,0.442804
0.137315,0.449804
0.129195,0.455517
0.121040,0.462276
0.095260,0.498419
0.093833,0.507780
0.092635,0.515385
0.090569,0.522901
0.090693,0.533362
0.091981,0.541962
0.065515,0.575374
0.081902,0.585457
0.081222,0.594448
0.080379,0.601548
0.078271,0.612100
0.076944,0.620522
0.077229,0.630834
0.075272,0.639590
0.086290,0.645983
0.108753,0.651607
0.131288,0.653237
0.127274,0.663245
0.128520,0.672609
0.125813,0.679566
0.125987,0.690754
0.119226,0.750320
0.114016,0.761455
0.112779,0.773192
0.112322,0.785831
0.088022,0.809100
0.044010,0.849534
0.039838,0.864693
0.029900,0.943720
0.023083,0.966499
0.022887,0.984313
0.022467,1.002986
0.019339,1.022821
0.011582,1.050448
0.006241,1.074496
0.006926,1.098349
-0.000892,1.127579
-0.005971,1.154905
-0.004197,1.181077
-0.011625,1.210994
-0.018325,1.251278
-0.016919,1.275958
-0.071171,1.531012
-0.065916,1.567660
-0.074308,1.631686
-0.087658,1.703919
-0.093698,1.773830
-0.114863,1.874773
-0.120802,1.958045
-0.087350,1.957532
-0.055676,1.959970
-0.027738,1.971053
0.004851,1.969375
0.033606,1.977392
0.061560,1.987696
0.093585,1.986090
0.122001,1.994278
0.150819,2.000946
0.182963,1.993425
0.270667,2.001279
0.295493,2.030737
0.330682,1.993428
0.359081,1.998017
0.387774,2.000066
0.416406,2.002554
0.445449,2.005510
0.474365,2.001884
0.502904,2.008694
0.531698,2.031951
0.561374,2.032638
0.592279,1.995660
0.682906,2.071477
0.710756,2.050360
0.740301,2.046585
0.771789,2.055079
0.803777,2.060873
0.833896,2.057256
0.866319,2.063796
0.898181,2.065760
0.931943,2.071790
0.968870,2.088764
1.003721,2.095304
1.035506,2.102193
1.082929,2.140227
1.120632,2.147086
1.153052,2.138154
1.170243,2.091535
1.207128,2.093420
1.283809,2.100334
1.363528,2.183778
1.402994,2.180361
1.448450,2.188815
1.485033,2.178525
1.432783,2.020121
1.444556,1.968195
1.442875,1.912176
1.489633,1.916889
1.532000,1.926274
1.573305,1.925880
1.621696,1.933105
2.879986,2.153854
2.900978,2.108848
2.902626,2.044291
2.912566,1.979439
2.924789,1.923947
2.933144,1.867067
2.929617,1.804737
2.945970,1.753952
2.956762,1.700832
2.953110,1.640772
2.966975,1.590439
2.969934,1.535069
2.977906,1.483257
2.986840,1.431741
3.005170,1.383621
2.999507,1.328405
3.011990,1.278853
2.971325,1.215107
2.973817,1.164213
2.977200,1.113959
3.032124,1.076186
3.042465,1.027157
3.045854,0.977352
2.552021,0.326243
1.361296,0.146606
1.330272,0.141545
1.302136,0.134133
1.268710,0.132601
1.268011,0.114504
1.123137,0.110462
1.098558,0.107014
1.080065,0.105634
1.063914,0.101119
1.044590,0.097897
1.026221,0.094753
1.009732,0.094172
0.993672,0.089948
0.976511,0.089339
0.962718,0.083972
0.946446,0.083553
0.931800,0.082236
0.903185,0.095581
0.893331,0.056385
0.868863,0.067929
0.855760,0.069504
0.841252,0.069106
0.829246,0.065887
0.816145,0.064644
0.805167,0.062634
0.795602,0.060516
0.784195,0.059856
0.772302,0.058042
0.761477,0.057032
0.750570,0.056202
0.741707,0.054319
0.731020,0.053996
0.720157,0.051655
0.709457,0.048560
0.699233,0.048011
0.689371,0.046732
0.681476,0.043123
0.665500,0.055017
0.654280,0.064345
0.641527,0.073444
0.629400,0.081889
0.617369,0.091598
0.606324,0.099678
0.596699,0.107178
0.588815,0.111050
0.542655,0.148147
0.534549,0.152973
0.528092,0.157960
