2.867000,1.467000,3.141593,0.000000,0.000000,0.010000
2.867000,1.467000,3.141593,0.000000,0.000000,0.020000
2.867000,1.467000,3.141593,0.000000,0.000000,0.030000
2.866824,1.467000,3.141063,-0.052922,0.017641,0.040000
2.866162,1.467000,3.141152,0.008820,0.066153,0.050000
2.865139,1.467001,3.140446,-0.070563,0.102317,0.060000
2.864019,1.467003,3.139123,-0.132306,0.112019,0.070000
2.862890,1.467007,3.138064,-0.105845,0.112901,0.080000
2.861752,1.467012,3.136389,-0.167587,0.113783,0.090000
2.860482,1.467020,3.134272,-0.211689,0.127014,0.100000
2.859079,1.467031,3.132419,-0.185228,0.140244,0.110000
2.857412,1.467048,3.130038,-0.238151,0.166705,0.120000
2.855516,1.467073,3.127656,-0.238151,0.189638,0.130000
2.853444,1.467104,3.125099,-0.255791,0.207279,0.140000
2.851089,1.467146,3.122364,-0.273432,0.235504,0.150000
2.848585,1.467198,3.119542,-0.282252,0.250499,0.160000
2.845930,1.467259,3.117513,-0.202869,0.265494,0.170000
2.843109,1.467330,3.115396,-0.211689,0.282252,0.180000
2.840243,1.467409,3.112662,-0.273432,0.286663,0.190000
2.837351,1.467496,3.110368,-0.229330,0.289309,0.200000
2.834433,1.467591,3.107634,-0.273432,0.291955,0.210000
2.831366,1.467699,3.105517,-0.211689,0.306950,0.220000
2.828201,1.467816,3.103312,-0.220510,0.316652,0.230000
2.825046,1.467940,3.101372,-0.194049,0.315770,0.240000
2.821768,1.468075,3.099608,-0.176408,0.328118,0.250000
2.818349,1.468222,3.097844,-0.176408,0.342231,0.260000
2.814921,1.468375,3.096168,-0.167587,0.343113,0.270000
2.811546,1.468530,3.095197,-0.097024,0.337821,0.280000
2.807995,1.468697,3.093874,-0.132306,0.355462,0.290000
2.804366,1.468874,3.091934,-0.194049,0.363400,0.300000
2.800736,1.469058,3.089641,-0.229330,0.363400,0.310000
2.797134,1.469248,3.088318,-0.132306,0.360754,0.320000
2.793435,1.469447,3.087435,-0.088204,0.370456,0.330000
2.789674,1.469653,3.086112,-0.132306,0.376631,0.340000
2.785878,1.469866,3.084966,-0.114665,0.380159,0.350000
2.782030,1.470087,3.083643,-0.132306,0.385451,0.360000
2.778138,1.470314,3.083113,-0.052922,0.389861,0.370000
2.774299,1.470541,3.082055,-0.105845,0.384569,0.380000
2.770460,1.470771,3.081349,-0.070563,0.384569,0.390000
2.766516,1.471011,3.080291,-0.105845,0.395153,0.400000
2.762616,1.471252,3.079321,-0.097024,0.390743,0.410000
2.758787,1.471491,3.079232,-0.008820,0.383687,0.420000
2.754896,1.471735,3.078703,-0.052922,0.389861,0.430000
2.750970,1.471984,3.077821,-0.088204,0.393389,0.440000
2.747088,1.472233,3.077380,-0.044102,0.388979,0.450000
2.743180,1.472485,3.077027,-0.035282,0.391625,0.460000
2.739333,1.472733,3.077116,0.008820,0.385451,0.470000
2.735496,1.472982,3.076586,-0.052922,0.384569,0.480000
2.731623,1.473235,3.076057,-0.052922,0.388097,0.490000
2.727715,1.473493,3.075528,-0.052922,0.391625,0.500000
2.723852,1.473749,3.075087,-0.044102,0.387215,0.510000
2.719927,1.474012,3.074381,-0.070563,0.393389,0.520000
2.716028,1.474275,3.073940,-0.044102,0.390743,0.530000
2.712174,1.474537,3.073411,-0.052922,0.386333,0.540000
2.708293,1.474803,3.073146,-0.026461,0.388979,0.550000
2.704447,1.475068,3.072353,-0.079384,0.385451,0.560000
2.700611,1.475335,3.071647,-0.070563,0.384569,0.570000
2.696757,1.475608,3.070589,-0.105845,0.386333,0.580000
2.692921,1.475882,3.069530,-0.105845,0.384569,0.590000
2.689112,1.476159,3.068560,-0.097024,0.381923,0.600000
2.685286,1.476442,3.067237,-0.132306,0.383687,0.610000
2.681442,1.476731,3.065561,-0.167587,0.385451,0.620000
2.677625,1.477024,3.064502,-0.105845,0.382805,0.630000
2.673818,1.477320,3.063709,-0.079384,0.381923,0.640000
2.669984,1.477622,3.062121,-0.158767,0.384569,0.650000
2.666194,1.477927,3.060621,-0.149947,0.380159,0.660000
2.662291,1.478246,3.059034,-0.158767,0.391625,0.670000
2.658406,1.478571,3.057446,-0.158767,0.389861,0.680000
2.654574,1.478896,3.056564,-0.088204,0.384569,0.690000
2.650664,1.479232,3.055065,-0.149947,0.392507,0.700000
2.646692,1.479581,3.053124,-0.194049,0.398682,0.710000
2.642721,1.479936,3.051536,-0.158767,0.398682,0.720000
2.638751,1.480298,3.049949,-0.158767,0.398682,0.730000
2.634737,1.480670,3.048273,-0.167587,0.403092,0.740000
2.630724,1.481049,3.046421,-0.185228,0.403092,0.750000
2.626659,1.481442,3.044216,-0.220510,0.408384,0.760000
2.622648,1.481837,3.042540,-0.167587,0.403092,0.770000
2.618663,1.482236,3.041305,-0.123485,0.400446,0.780000
2.614530,1.482656,3.039100,-0.220510,0.415440,0.790000
2.610415,1.483084,3.036718,-0.238151,0.413676,0.800000
2.606398,1.483510,3.035483,-0.123485,0.403974,0.810000
2.602329,1.483946,3.034072,-0.141126,0.409266,0.820000
2.598190,1.484397,3.032132,-0.194049,0.416322,0.830000
2.594061,1.484855,3.030103,-0.202869,0.415440,0.840000
2.589941,1.485319,3.028868,-0.123485,0.414558,0.850000
2.585796,1.485791,3.027192,-0.167587,0.417204,0.860000
2.581687,1.486267,3.025693,-0.149947,0.413676,0.870000
2.577543,1.486752,3.024370,-0.132306,0.417204,0.880000
2.573453,1.487236,3.023223,-0.114665,0.411912,0.890000
2.569415,1.487717,3.022606,-0.061743,0.406620,0.900000
2.565334,1.488206,3.022076,-0.052922,0.411030,0.910000
2.561244,1.488699,3.021283,-0.079384,0.411912,0.920000
2.557129,1.489198,3.020577,-0.070563,0.414558,0.930000
2.553040,1.489696,3.020136,-0.044102,0.411912,0.940000
2.548978,1.490193,3.019607,-0.052922,0.409266,0.950000
2.545003,1.490682,3.018725,-0.088204,0.400446,0.960000
2.541125,1.491162,3.018284,-0.044102,0.390743,0.970000
2.537344,1.491631,3.017931,-0.035282,0.381041,0.980000
2.533598,1.492097,3.017754,-0.017641,0.377513,0.990000
2.529834,1.492566,3.017578,-0.017641,0.379277,1.000000
2.526097,1.493033,3.017137,-0.044102,0.376631,1.010000
2.522403,1.493496,3.016784,-0.035282,0.372220,1.020000
2.518841,1.493943,3.016520,-0.026461,0.358990,1.030000
2.515402,1.494376,3.016255,-0.026461,0.346641,1.040000
2.512015,1.494803,3.015990,-0.026461,0.341349,1.050000
2.508734,1.495218,3.015373,-0.061743,0.330765,1.060000
2.505427,1.495640,3.014314,-0.105845,0.333411,1.070000
2.502181,1.496056,3.013697,-0.061743,0.327236,1.080000
2.498979,1.496469,3.013168,-0.052922,0.322826,1.090000
2.495804,1.496881,3.012021,-0.114665,0.320180,1.100000
2.492655,1.497293,3.010786,-0.123485,0.317534,1.110000
2.489560,1.497703,3.009022,-0.176408,0.312242,1.120000
2.486535,1.498109,3.007435,-0.158767,0.305185,1.130000
2.483607,1.498506,3.006288,-0.114665,0.295483,1.140000
2.480697,1.498904,3.004612,-0.167587,0.293719,1.150000
2.477770,1.499311,3.002583,-0.202869,0.295483,1.160000
2.474810,1.499729,3.000202,-0.238151,0.299011,1.170000
2.471990,1.500134,2.997467,-0.273432,0.284899,1.180000
2.469249,1.500535,2.995174,-0.229330,0.276960,1.190000
2.466710,1.500912,2.992969,-0.220510,0.256673,1.200000
2.464364,1.501267,2.989529,-0.343995,0.237268,1.210000
2.462255,1.501594,2.986354,-0.317534,0.213453,1.220000
2.460286,1.501905,2.983355,-0.299893,0.199341,1.230000
2.458318,1.502222,2.980532,-0.282252,0.199341,1.240000
2.456333,1.502547,2.978063,-0.246971,0.201105,1.250000
