0.000000,0.000000,0.000000,0.000000,0.000000
0.003000,0.000000,0.000000,0.000000,0.000000
0.006000,0.000000,0.000000,0.000000,0.000000
0.009000,0.000000,0.000000,0.000000,0.000000
0.012000,0.000000,0.000000,0.000000,0.000000
0.015000,0.000000,0.000000,0.000000,0.000000
0.018000,0.000000,0.000000,0.000000,0.000000
0.021000,0.000000,0.000000,0.000000,0.000000
0.024000,0.000000,0.000000,0.000000,0.000000
0.027000,0.000000,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,0.000000,0.000000
0.033000,0.000000,0.000000,0.000000,0.000000
0.036000,0.000000,0.000000,0.000000,0.000000
0.039000,0.000000,0.000000,0.000000,0.000000
0.042000,0.000000,0.000000,0.000000,0.000000
0.045000,0.000000,0.000000,0.000000,0.000000
0.048000,0.000000,0.000000,0.000000,0.000000
0.051000,0.000000,0.000000,0.000000,0.000000
0.054000,0.000000,0.000000,0.000000,0.000000
0.057000,0.000000,0.000000,0.000000,0.000000
0.060000,0.000000,0.000000,0.000000,0.000000
0.063000,0.000000,0.000000,0.000000,0.000000
0.066000,0.000000,0.000000,0.000000,0.000000
0.069000,0.000000,0.000000,0.000000,0.000000
0.072000,0.000000,0.000000,0.002940,0.000088
0.075000,0.000000,0.000000,0.000000,0.000088
0.078000,0.000000,0.000000,0.000000,0.000088
0.081000,0.000000,0.000000,0.000000,0.000088
0.084000,0.000000,0.000000,0.000000,0.000088
0.087000,0.000000,0.000000,0.000000,0.000088
0.090000,0.000000,0.000000,0.000000,0.000088
0.093000,0.000000,0.000000,0.000000,0.000088
0.096000,0.000000,0.000000,0.000000,0.000088
0.099000,0.000000,0.000000,0.000000,0.000088
0.102000,0.000000,0.000000,0.000000,0.000088
0.105000,0.000000,0.000000,0.000000,0.000088
0.108000,0.000000,0.000000,0.002940,0.000176
0.111000,0.000000,0.000000,0.000000,0.000176
0.114000,0.000000,0.000000,0.002940,0.000088
0.117000,0.000000,0.000000,0.000000,0.000088
0.120000,0.000000,0.000000,0.000000,0.000088
0.123000,0.000000,0.000000,0.000000,0.000088
0.126000,0.000000,0.000000,0.000000,0.000088
0.129000,0.000000,0.000000,0.000000,0.000088
0.132000,0.000000,0.000000,0.000000,0.000088
0.135000,0.000000,0.000000,0.000000,0.000088
0.138000,0.000000,0.000000,0.000000,0.000088
0.141000,0.000000,0.000000,0.000000,0.000088
0.144000,0.000000,0.000000,0.000000,0.000088
0.147000,0.000000,0.000000,0.000000,0.000088
0.150000,0.000000,0.000000,0.000000,0.000088
0.153000,0.000000,0.000000,0.000000,0.000088
0.156000,0.000000,0.000000,0.000000,0.000088
0.159000,0.000000,0.000000,0.000000,0.000088
0.162000,0.000000,0.000000,0.000000,0.000088
0.165000,0.000000,0.000000,0.002940,0.000176
0.168000,0.000000,0.000000,0.000000,0.000176
0.171000,0.000000,0.000000,0.000000,0.000176
0.174000,0.000000,0.000000,0.000000,0.000176
0.177000,0.000000,0.000000,0.000000,0.000176
0.180000,0.000000,0.000000,0.000000,0.000176
0.183000,0.000000,0.000000,0.000000,0.000176
0.186000,0.000000,0.000000,0.000000,0.000176
0.189000,0.000000,0.000000,0.000000,0.000176
0.192000,0.000000,0.000000,0.000000,0.000176
0.195000,0.000000,0.000000,0.000000,0.000176
0.198000,0.000000,0.000000,0.000000,0.000176
0.201000,0.000000,0.000000,0.000000,0.000176
0.204000,0.000000,0.000000,0.000000,0.000176
0.207000,0.000000,0.000000,0.000000,0.000176
0.210000,0.000000,0.000000,0.000000,0.000176
0.213000,0.000000,0.000000,0.000000,0.000176
