3.216000,1.181895,0.573034,2.969001
7.191000,1.173446,1.301835,0.740983
11.562000,1.827768,0.567580,-1.006421
15.798000,1.177891,0.597161,3.020446
19.284000,1.129746,1.169522,1.377520
24.105000,1.823703,0.549056,-0.983779
28.470000,1.182546,0.606542,2.923616
31.947000,1.120230,1.169885,1.232975
36.789000,1.815661,0.476512,-1.081312
41.016000,1.195289,0.601256,2.907140
44.484000,1.118455,1.166698,1.266229
49.059000,1.831069,0.569191,-0.907286
53.478000,1.192236,0.605657,-3.133226
57.135000,1.131626,1.170778,1.348568
61.857000,1.833928,0.569971,-0.932751
66.132000,1.175017,0.588975,3.036395
69.477000,1.136583,1.170868,1.398931
74.190000,1.838927,0.568244,-0.935525
78.594000,1.174029,0.601536,3.095769
82.221000,1.131529,1.169875,1.224940
86.760000,1.824449,0.550880,-0.953770
91.146000,1.177892,0.596655,3.073642
94.764000,1.137479,1.173663,1.344740
99.603000,1.822913,0.543311,-0.964896
103.965000,1.180518,0.624210,3.087756
107.571000,1.135727,1.176006,1.328672
112.416000,1.831926,0.561537,-0.871070
116.796000,1.175694,0.598403,3.083666
120.270000,1.145279,1.174245,1.384900
124.983000,1.831370,0.566587,-0.898528
129.393000,1.183167,0.597468,3.102348
132.849000,1.155858,1.181956,1.412881
137.538000,1.876135,0.495416,-0.955766
142.014000,1.155209,0.609497,2.954251
145.476000,1.132192,1.173642,1.205537
150.003000,1.826430,0.555937,-0.897038
154.389000,1.177111,0.601877,3.112172
158.001000,1.137597,1.173823,1.304399
162.675000,1.829525,0.550762,-0.933495
167.052000,1.191079,0.737323,2.749885
169.968000,1.141408,1.192795,1.200443
174.513000,1.828689,0.545037,-0.960111
178.845000,1.171858,0.601959,3.064176
182.301000,1.150114,1.183825,1.264740
186.993000,1.812937,0.544537,-0.959068
191.217000,1.170727,0.602758,3.038199
194.604000,1.154837,1.216781,1.394565
199.434000,1.821075,0.549243,-1.003918
203.658000,1.172768,0.595561,3.039083
207.126000,1.146414,1.177144,1.302811
211.812000,1.824924,0.542698,-0.953817
216.030000,1.181234,0.597879,2.982701
219.333000,1.151442,1.178660,1.404623
224.178000,1.828836,0.559538,-0.967667
228.414000,1.179768,0.592353,2.993757
231.891000,1.135168,1.171910,1.337939
236.703000,1.828822,0.559491,-0.930521
241.059000,1.173215,0.603903,2.981733
244.341000,1.149835,1.179904,1.363637
249.030000,1.825792,0.551479,-0.965651
253.386000,1.173805,0.603661,3.001904
256.851000,1.135969,1.177058,1.277363
261.522000,1.836377,0.565719,-0.903118
265.905000,1.177506,0.591670,3.085924
269.370000,1.139401,1.170245,1.351143
274.053000,1.833919,0.560998,-0.900478
278.415000,1.167341,0.613111,3.132127
281.859000,1.156845,1.176878,1.394901
286.680000,1.826629,0.563844,-1.004122
290.901000,1.182135,0.601348,3.141209
294.510000,1.134307,1.170006,1.377866
299.346000,1.835441,0.572855,-0.919124
