0.000000,9.340764,9.340764
0.010000,9.340764,9.340764
0.020000,9.340764,9.340764
0.030000,9.340764,9.340764
0.040000,9.340764,9.340764
0.050000,9.340764,9.340764
0.060000,9.340764,9.340764
0.070000,9.340764,9.340764
0.080000,9.340764,9.340764
0.090000,9.340764,9.340764
0.100000,9.340764,9.340764
0.110000,9.340764,9.340764
0.120000,9.340764,9.340764
0.130000,9.340764,9.340764
0.140000,9.340764,9.340764
0.150000,9.340764,9.340764
0.160000,9.340764,9.340764
0.170000,9.340764,9.340764
0.180000,9.340764,9.340764
0.190000,9.340764,9.340764
0.200000,9.340764,9.340764
0.210000,9.340764,9.340764
0.220000,9.340764,9.340764
0.230000,9.340764,9.340764
0.240000,9.340764,9.340764
0.250000,9.340764,9.340764
0.260000,9.340764,9.340764
0.270000,9.340764,9.340764
0.280000,9.340764,9.340764
0.290000,9.340764,9.340764
0.300000,9.340764,9.340764
0.310000,9.340764,9.340764
0.320000,9.340764,9.340764
0.330000,9.340764,9.340764
0.340000,9.340764,9.340764
0.350000,9.340764,9.340764
0.360000,9.340764,9.340764
0.370000,9.340764,9.340764
0.380000,9.340764,9.340764
0.390000,9.340764,9.340764
0.400000,9.340764,9.340764
0.410000,9.340764,9.340764
0.420000,9.340764,9.340764
0.430000,9.340764,9.340764
0.440000,9.340764,9.340764
0.450000,9.340764,9.340764
0.460000,9.340764,9.340764
0.470000,9.340764,9.340764
0.480000,9.340764,9.340764
0.490000,9.340764,9.340764
0.500000,9.340764,9.340764
0.510000,9.340764,9.340764
0.520000,9.340764,9.340764
0.530000,9.340764,9.340764
0.540000,9.340764,9.340764
0.550000,9.340764,9.340764
0.560000,9.340764,9.340764
0.570000,9.340764,9.340764
0.580000,9.340764,9.340764
0.590000,9.340764,9.340764
0.600000,9.340764,9.340764
0.610000,9.340764,9.340764
0.620000,9.340764,9.340764
0.630000,9.340764,9.340764
0.640000,9.340764,9.340764
0.650000,9.340764,9.340764
0.660000,9.340764,9.340764
0.670000,9.340764,9.340764
0.680000,9.340764,9.340764
0.690000,9.340764,9.340764
0.700000,9.340764,9.340764
0.710000,9.340764,9.340764
0.720000,9.288418,9.340764
0.730000,9.208273,9.340764
0.740000,9.158793,9.340764
0.750000,9.153949,9.340764
0.760000,9.153949,9.340764
0.770000,9.153949,9.340764
0.780000,9.153949,9.340764
0.790000,9.153949,9.340764
0.800000,9.153949,9.340764
0.810000,9.153949,9.340764
0.820000,9.153949,9.340764
0.830000,9.153949,9.340764
0.840000,9.153949,9.340764
0.850000,9.153949,9.340764
0.860000,9.153949,9.340764
0.870000,9.153949,9.340764
0.880000,9.153949,9.340764
0.890000,9.153949,9.340764
0.900000,9.153949,9.340764
0.910000,9.153949,9.340764
0.920000,9.153949,9.340764
0.930000,9.153949,9.340764
0.940000,9.153949,9.340764
0.950000,9.153949,9.340764
0.960000,9.153949,9.340764
0.970000,9.153949,9.340764
0.980000,9.153949,9.340764
0.990000,9.153949,9.340764
1.000000,9.153949,9.340764
1.010000,9.153949,9.340764
1.020000,9.153949,9.340764
1.030000,9.153949,9.340764
1.040000,9.153949,9.340764
1.050000,9.153949,9.340764
1.060000,9.153949,9.340764
1.070000,9.153949,9.340764
1.080000,9.153949,9.340764
1.090000,9.153949,9.340764
1.100000,9.153949,9.340764
1.110000,9.153949,9.340764
1.120000,9.153949,9.340764
1.130000,9.153949,9.340764
1.140000,9.153949,9.340764
1.150000,9.153949,9.340764
1.160000,9.153949,9.340764
1.170000,9.153949,9.313283
1.180000,9.153949,9.283111
1.190000,9.153949,9.252930
1.200000,9.153949,9.221957
1.210000,9.153949,9.190648
1.220000,9.153949,9.159896
1.230000,9.153949,9.128603
1.240000,9.153949,9.096502
1.250000,9.153949,9.065032
1.260000,9.153949,9.033379
1.270000,9.153949,9.001038
1.280000,9.153949,8.968304
1.290000,9.153949,8.935372
1.300000,9.153949,8.902522
1.310000,9.153949,8.869867
1.320000,9.130077,8.836687
1.330000,9.097167,8.803097
1.340000,9.064323,8.769571
1.350000,9.031478,8.736045
1.360000,8.998367,8.702255
1.370000,8.965190,8.668400
1.380000,8.931681,8.634217
1.390000,8.898504,8.600363
1.400000,8.865526,8.566705
1.410000,8.832481,8.532981
1.420000,8.799503,8.499339
1.430000,8.766592,8.465764
1.440000,8.733946,8.432465
1.450000,8.701434,8.399297
1.460000,8.668857,8.366074
1.470000,8.636214,8.332773
1.480000,8.603837,8.299734
1.490000,8.571459,8.266691
1.500000,8.539280,8.233845
1.510000,8.507234,8.201137
1.520000,8.475253,8.168494
1.530000,8.442607,8.135153
1.540000,8.410092,8.101941
1.550000,8.377774,8.068926
1.560000,8.345718,8.036177
1.570000,8.313462,8.003221
1.580000,8.281136,7.970206
1.590000,8.248941,7.937322
1.600000,8.217077,7.904781
1.610000,8.184546,7.871553
1.620000,8.151814,7.838126
1.630000,8.119546,7.805185
1.640000,8.086746,7.771696
1.650000,8.053944,7.738206
1.660000,8.021009,7.704590
1.670000,7.988139,7.671045
1.680000,7.955004,7.637232
1.690000,7.921868,7.603413
1.700000,7.888732,7.569594
1.710000,7.855331,7.535508
1.720000,7.821729,7.501220
1.730000,7.787796,7.466586
1.740000,7.753463,7.431551
1.750000,7.719264,7.396649
1.760000,7.684864,7.361546
1.770000,7.651063,7.327059
1.780000,7.617328,7.292639
1.790000,7.583461,7.258086
1.800000,7.549461,7.223401
1.810000,7.515396,7.188649
