0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.000000,8.000000,10.000000,0.120000,0.165000,8.120000,10.165000
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.003000,8.000000,10.000000,0.240000,0.330000,8.240000,10.330000
0,ff,ff,ff,fb
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.006000,7.991926,10.000000,0.359879,0.495000,8.351805,10.495000
0,ff,ff,ff,d5
0,0,0,0,35
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.009000,7.923705,9.893025,0.478734,0.658235,8.402439,10.551260
0,ff,ff,ff,7f
0,0,0,0,a6
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.012000,7.726850,9.574018,0.594637,0.816206,8.321488,10.390224
0,ff,ff,ff,22
0,0,0,0,f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.015000,7.409356,9.151482,0.705778,0.967206,8.115133,10.118687
0,ff,ff,fe,eb
0,0,0,1,2a
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.018000,7.050676,8.677277,0.811538,1.110381,7.862214,9.787658
0,ff,ff,fe,c6
0,0,0,1,69
0,0,0,0,0
0,0,0,0,0
0,0,0,0,72
0,0,0,0,73
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.021000,6.686054,8.147045,0.911829,1.244807,7.597882,9.391852
0,ff,ff,fe,b6
0,0,0,1,89
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.024000,6.350289,7.631759,1.007083,1.370731,7.357372,9.002490
0,ff,ff,fe,89
0,0,0,1,92
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.027000,5.992227,7.175600,1.096966,1.489128,7.089193,8.664728
0,ff,ff,fe,ac
0,0,0,1,94
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.030000,5.744389,6.783828,1.183132,1.601062,6.927521,8.384889
0,ff,ff,fe,c1
0,0,0,1,92
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.033000,5.567636,6.454859,1.266647,1.707567,6.834283,8.162425
0,ff,ff,fe,aa
0,0,0,1,83
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.036000,5.380258,6.205511,1.347350,1.809958,6.727608,8.015468
0,ff,ff,fe,b7
0,0,0,1,80
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.039000,5.241977,5.999620,1.425980,1.908951,6.667957,7.908571
0,ff,ff,fe,cb
0,0,0,1,78
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.042000,5.156733,5.840760,1.503331,2.005324,6.660064,7.846084
0,ff,ff,fe,ca
0,0,0,1,71
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.045000,5.082661,5.719858,1.579571,2.099702,6.662232,7.819560
0,ff,ff,fe,b5
0,0,0,1,67
0,0,0,0,0
0,0,0,0,1
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.048000,4.985791,5.637275,1.654358,2.192717,6.640149,7.829992
0,ff,ff,fe,b0
0,0,0,1,58
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.051000,4.895377,5.597356,1.727789,2.285073,6.623166,7.882429
0,ff,ff,fe,8c
0,0,0,1,6f
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.054000,4.760396,5.517001,1.799195,2.376104,6.559591,7.893105
0,ff,ff,fe,65
0,0,0,1,7c
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.057000,4.582688,5.422461,1.867935,2.465574,6.450623,7.888035
0,ff,ff,fe,63
0,0,0,1,a0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.060000,4.428407,5.269439,1.934361,2.552520,6.362768,7.821959
0,ff,ff,fe,16
0,0,0,1,b2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,78
0,0,0,0,72
0,0,0,0,38
0,0,0,2,8f
0,0,0,0,b
0.063000,4.172935,5.103039,1.996955,2.636720,6.169890,7.739759
