0.000000,12.320544,15.000000,0.000000,0.000000,0.000000,0.000000
0.010000,12.320544,15.000000,0.000000,0.084773,0.000000,0.000000
0.020000,12.320544,15.000000,1.816556,0.084773,0.076699,0.000000
0.030000,12.319048,15.000000,2.216199,0.084773,0.997088,0.690291
0.040000,12.312699,15.000000,0.722586,4.682678,2.300971,2.761165
0.050000,12.320223,15.000000,1.772151,3.463567,3.451457,3.604855
0.060000,12.321335,15.000000,2.950895,2.434185,3.528156,4.295146
0.070000,12.334082,15.000000,4.186153,2.434185,3.604855,4.295146
0.080000,12.345363,15.000000,3.625039,5.090394,4.678641,6.059224
0.090000,12.369269,15.000000,2.841901,5.259939,5.752428,7.209710
0.100000,12.394184,15.000000,5.542515,6.305468,5.982525,7.900001
0.110000,12.427851,15.000000,5.998672,6.890803,6.826215,8.743690
0.120000,12.461260,15.000000,5.296271,6.890803,7.363108,8.743690
0.130000,12.484341,15.000000,6.592081,6.890803,7.900001,8.743690
0.140000,12.497081,15.000000,7.722382,8.941493,9.050487,11.274759
0.150000,12.535868,15.000000,7.141084,10.067758,10.661166,12.885439
0.160000,12.574300,15.000000,8.557998,10.067758,11.888351,13.729128
0.170000,12.605276,15.000000,8.557998,10.067758,12.195147,13.729128
0.180000,12.630616,15.000000,10.640983,-13.551509,12.655342,13.729128
0.190000,12.647322,15.000000,8.889015,-13.551509,13.499031,15.953400
0.200000,12.690710,15.000000,9.098928,12.183037,13.422332,16.106798
0.210000,12.735890,15.000000,10.790344,12.392950,13.345633,15.569905
0.220000,12.772555,15.000000,12.401024,12.392950,13.959225,16.030099
0.230000,12.804312,15.000000,10.253451,12.392950,15.109711,17.333983
0.240000,12.837512,15.000000,10.439143,12.392950,15.339808,18.100973
0.250000,12.881383,15.000000,13.240676,12.392950,15.723303,17.870876
0.260000,12.917504,15.000000,12.619010,12.392950,16.413594,18.331070
0.270000,12.949539,15.000000,11.928719,28.414976,16.873789,19.098061
0.280000,12.987836,15.000000,12.921770,28.414976,16.873789,19.174760
0.290000,13.028199,15.000000,12.304141,28.414976,16.720391,19.174760
0.300000,13.072173,15.000000,12.304141,28.414976,16.413594,19.174760
0.310000,13.122780,15.000000,12.602863,28.414976,16.260196,17.717478
0.320000,13.149069,15.000000,12.764335,28.414976,16.490293,17.717478
0.330000,13.171534,15.000000,12.130559,8.457078,16.720391,17.717478
0.340000,13.190204,15.000000,12.574606,6.999797,17.180585,16.566993
0.350000,13.176591,15.000000,13.717018,6.999797,17.103886,16.566993
0.360000,13.159415,15.000000,13.914820,13.192235,17.257284,16.030099
0.370000,13.128996,15.000000,13.749312,13.192235,17.487381,16.106798
0.380000,13.095466,15.000000,13.547472,13.192235,17.564080,16.106798
0.390000,13.060309,15.000000,12.723967,13.192235,17.564080,16.106798
0.400000,13.024985,15.000000,12.917733,13.192235,17.180585,16.106798
0.410000,13.006298,15.000000,13.753349,13.192235,17.027187,14.802915
0.420000,12.966754,15.000000,13.111499,13.192235,16.950488,14.802915
0.430000,12.929249,15.000000,12.849107,11.670364,17.180585,14.726216
0.440000,12.886435,15.000000,13.539399,11.940829,17.257284,14.419419
0.450000,12.836759,15.000000,13.826011,12.033676,17.717478,14.802915
0.460000,12.736557,15.000000,13.846195,12.033676,17.870876,14.802915
0.470000,12.627095,15.000000,14.161065,12.033676,18.100973,14.802915
0.480000,12.502264,15.000000,13.636282,12.033676,18.024274,15.646604
0.490000,12.391320,15.000000,19.461372,12.033676,17.947575,15.646604
0.500000,12.279386,15.000000,18.690345,12.033676,17.640779,15.646604
0.510000,12.171461,15.000000,11.952940,12.033676,17.870876,15.569905
0.520000,12.072613,15.000000,10.164641,12.033676,17.487381,15.569905
