-0.135259,1.633573
-0.119326,1.695526
-0.113974,1.753942
-0.116177,1.814271
-0.123808,1.876773
-0.122333,1.937640
-0.112014,1.989218
-0.121317,2.054813
-0.012096,2.085906
0.179890,2.074345
0.399981,2.048848
0.550470,2.037667
0.670406,2.034021
0.780261,2.030174
0.888276,2.022801
0.972412,2.023956
1.068809,2.018569
1.087628,2.050955
1.157763,2.050755
1.223861,2.050241
1.292384,2.050144
1.350551,2.049477
1.450774,2.015364
1.611836,2.038638
1.652185,2.039861
1.731103,2.005284
1.777307,1.995014
1.813323,1.993625
1.847396,1.992444
1.881227,1.990365
1.913061,1.992452
1.946445,1.987344
2.012038,2.016136
2.057425,1.987715
2.081554,1.989059
2.107293,1.987354
2.131853,1.990219
2.156555,1.988007
2.180701,1.985012
2.203437,1.984197
2.225276,1.983596
2.246585,1.983408
2.268019,1.981747
2.289588,1.978633
2.309140,1.979681
2.330449,1.980924
2.350097,1.980088
2.368967,1.974441
2.388985,1.977096
2.405038,1.979301
2.426182,1.977257
2.444209,1.978168
2.456446,2.009156
2.475170,2.008424
2.493731,2.008293
2.511398,2.013711
2.585179,1.995768
2.602836,2.005318
2.621040,2.007500
2.638949,2.003306
2.656853,2.002742
2.674741,2.001806
2.693023,2.005483
2.710835,2.001800
2.728692,1.999747
2.745752,2.005518
2.765253,2.000451
2.783814,2.001202
2.802716,2.001500
2.814243,1.978475
2.902209,2.018550
2.906747,1.972802
2.906412,1.913486
2.909370,1.864164
2.903336,1.808280
2.902212,1.765141
2.902885,1.729563
2.901905,1.694388
2.899730,1.662845
2.903465,1.639127
2.904228,1.612077
2.900688,1.584925
2.898346,1.561475
2.899562,1.542574
2.897598,1.520692
2.897809,1.503101
2.896343,1.441948
2.896968,1.426313
2.897110,1.413558
2.896261,1.401534
2.895748,1.390368
2.896466,1.380578
2.901026,1.351292
2.895242,1.338965
2.894416,1.329799
2.893758,1.321913
2.894109,1.312234
2.894228,1.304459
2.893971,1.295050
2.893902,1.289048
2.894046,1.280295
2.895105,1.271491
