2.865967,1.462267,-3.140437
2.865597,1.463122,-3.139964
2.865046,1.462239,-3.139446
2.865158,1.461457,-3.139738
2.865727,1.462000,-3.140205
2.865314,1.462120,-3.140799
2.865385,1.463428,-3.138073
2.865407,1.462551,-3.139405
2.865508,1.464000,-3.136345
2.865124,1.464932,-3.133810
2.865312,1.462432,-3.138118
2.865573,1.462570,-3.139018
2.865586,1.462329,-3.139405
2.865522,1.462340,-3.140792
2.865418,1.463081,-3.138333
2.865579,1.462242,-3.141332
2.865742,1.462055,-3.139919
2.865361,1.462299,-3.139596
2.866067,1.462120,-3.141212
2.865642,1.463430,-3.139260
2.864826,1.463427,-3.136555
2.864579,1.464097,-3.135895
2.865610,1.463048,-3.139241
2.865803,1.462219,-3.139270
2.865167,1.462322,-3.139451
2.865293,1.463780,-3.137270
2.865092,1.463514,-3.136314
2.865634,1.464208,-3.135200
2.866008,1.461963,-3.139920
2.865145,1.463383,-3.138827
2.865293,1.462572,-3.139944
2.865746,1.460804,-3.141091
2.865540,1.462565,-3.139762
2.865508,1.461773,-3.140456
2.864998,1.461496,-3.140471
2.865212,1.461463,-3.139263
2.864969,1.462931,-3.138187
2.865478,1.463596,-3.137471
2.865729,1.462600,-3.139410
2.865389,1.463362,-3.138604
2.865274,1.464295,-3.135761
2.865147,1.463494,-3.137777
2.865882,1.461949,-3.140736
2.865265,1.464833,-3.133181
2.865166,1.464584,-3.134442
2.865306,1.465294,-3.134146
2.865173,1.463035,-3.138511
2.865285,1.461690,-3.138909
2.864839,1.463097,-3.136250
2.865029,1.463763,-3.136030
2.865546,1.462886,-3.137566
2.865391,1.463507,-3.137655
2.865247,1.462663,-3.137656
2.865392,1.464056,-3.135409
2.866011,1.463570,-3.135943
2.865222,1.463467,-3.137234
2.865748,1.462640,-3.140057
2.865227,1.463516,-3.136657
2.865291,1.462549,-3.138187
2.865624,1.461862,-3.139590
2.864919,1.462888,-3.137087
2.865511,1.463736,-3.136966
2.865572,1.462929,-3.136927
2.864917,1.462872,-3.139161
2.865588,1.462208,-3.138546
2.864873,1.462903,-3.138455
2.865657,1.463119,-3.139625
2.865160,1.461720,-3.138112
2.865611,1.462020,-3.140317
2.865544,1.462712,-3.138643
2.865141,1.461687,-3.139211
2.865215,1.461721,-3.139743
2.865311,1.462952,-3.138967
2.865427,1.463176,-3.137514
2.865811,1.462543,-3.139922
2.865460,1.462802,-3.138596
2.865665,1.461320,-3.140226
2.865283,1.461046,-3.141457
2.865831,1.462307,-3.140238
2.865050,1.462416,-3.139971
2.864920,1.462504,-3.139292
2.865322,1.461387,-3.140769
2.865710,1.462078,-3.140293
2.865268,1.461613,-3.139193
2.865190,1.462378,-3.138828
2.865648,1.462917,-3.139593
2.865880,1.462053,-3.141055
2.865192,1.461530,-3.140870
2.865687,1.462872,-3.137811
2.865404,1.462280,-3.140359
2.865101,1.463178,-3.139256
2.865231,1.463283,-3.138773
2.865234,1.462455,-3.140184
2.865322,1.461973,-3.139901
2.865272,1.462350,-3.139789
2.865385,1.461647,-3.138689
2.864947,1.462318,-3.138985
2.865762,1.461504,-3.139862
2.865755,1.461646,-3.140710
2.865651,1.463307,-3.139329
2.865653,1.461887,-3.141124
